subject,device,gap_samples,gap_s
subject102,ankle,18,0.18
subject102,ankle,85,0.85
subject102,ankle,2081,20.81
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,296,2.96
subject102,ankle,9863,98.63
subject102,ankle,4070,40.7
subject102,ankle,1,0.01
subject102,ankle,1594,15.94
subject102,ankle,3016,30.16
subject102,ankle,372,3.72
subject102,ankle,110,1.1
subject102,ankle,1,0.01
subject102,ankle,1910,19.1
subject102,ankle,1184,11.84
subject102,ankle,1,0.01
subject102,ankle,179,1.79
subject102,ankle,6,0.06
subject102,ankle,2312,23.12
subject102,ankle,1171,11.71
subject102,ankle,50,0.5
subject102,ankle,2,0.02
subject102,ankle,1816,18.16
subject102,ankle,879,8.79
subject102,ankle,2039,20.39
subject102,ankle,6,0.06
subject102,ankle,211,2.11
subject102,ankle,4135,41.35
subject102,ankle,5,0.05
subject102,ankle,468,4.68
subject102,ankle,6,0.06
subject102,ankle,88,0.88
subject102,ankle,8,0.08
subject102,ankle,919,9.19
subject102,ankle,1447,14.47
subject102,ankle,1926,19.26
subject102,ankle,4779,47.79
subject102,ankle,1,0.01
subject102,ankle,1836,18.36
subject102,ankle,1225,12.25
subject102,ankle,5535,55.35
subject102,ankle,4388,43.88
subject102,ankle,1046,10.46
subject102,ankle,1198,11.98
subject102,ankle,362,3.62
subject102,ankle,2439,24.39
subject102,ankle,7289,72.89
subject102,ankle,1857,18.57
subject102,ankle,2189,21.89
subject102,ankle,3233,32.33
subject102,ankle,164,1.64
subject102,ankle,2723,27.23
subject102,ankle,694,6.94
subject102,ankle,71,0.71
subject102,ankle,771,7.71
subject102,ankle,3164,31.64
subject102,ankle,8,0.08
subject102,ankle,347,3.47
subject102,ankle,2988,29.88
subject102,ankle,1252,12.52
subject102,ankle,5049,50.49
subject102,ankle,3202,32.02
subject102,ankle,2071,20.71
subject102,ankle,1,0.01
subject102,ankle,6353,63.53
subject102,ankle,566,5.66
subject102,ankle,297,2.97
subject102,ankle,70,0.7
subject102,ankle,152,1.52
subject102,ankle,313,3.13
subject102,ankle,997,9.97
subject102,ankle,2759,27.59
subject102,ankle,4988,49.88
subject102,ankle,291,2.91
subject102,ankle,773,7.73
subject102,ankle,633,6.33
subject102,ankle,812,8.12
subject102,ankle,500,5.0
subject102,ankle,1437,14.37
subject102,ankle,30,0.3
subject102,ankle,2321,23.21
subject102,ankle,1495,14.95
subject102,ankle,60,0.6
subject102,ankle,752,7.52
subject102,ankle,4,0.04
subject102,ankle,530,5.3
subject102,ankle,1197,11.97
subject102,ankle,75,0.75
subject102,ankle,5,0.05
subject102,ankle,4,0.04
subject102,ankle,78,0.78
subject102,ankle,159,1.59
subject102,ankle,58,0.58
subject102,ankle,52,0.52
subject102,ankle,194,1.94
subject102,ankle,128,1.28
subject102,ankle,412,4.12
subject102,ankle,570,5.7
subject102,ankle,917,9.17
subject102,ankle,1,0.01
subject102,ankle,8,0.08
subject102,ankle,676,6.76
subject102,ankle,22,0.22
subject102,ankle,667,6.67
subject102,ankle,1,0.01
subject102,ankle,949,9.49
subject102,ankle,689,6.89
subject102,ankle,687,6.87
subject102,ankle,1511,15.11
subject102,ankle,1195,11.95
subject102,ankle,283,2.83
subject102,ankle,7,0.07
subject102,ankle,280,2.8
subject102,ankle,148,1.48
subject102,ankle,376,3.76
subject102,ankle,130,1.3
subject102,ankle,1350,13.5
subject102,ankle,822,8.22
subject102,ankle,1424,14.24
subject102,ankle,1251,12.51
subject102,ankle,2597,25.97
subject102,ankle,1843,18.43
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,249,2.49
subject102,ankle,1385,13.85
subject102,ankle,117,1.17
subject102,ankle,523,5.23
subject102,ankle,347,3.47
subject102,ankle,1583,15.83
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,1877,18.77
subject102,ankle,107,1.07
subject102,ankle,101,1.01
subject102,ankle,5,0.05
subject102,ankle,25,0.25
subject102,ankle,93,0.93
subject102,ankle,209,2.09
subject102,ankle,19,0.19
subject102,ankle,121,1.21
subject102,ankle,114,1.14
subject102,ankle,43,0.43
subject102,ankle,53,0.53
subject102,ankle,62,0.62
subject102,ankle,96,0.96
subject102,ankle,79,0.79
subject102,ankle,635,6.35
subject102,ankle,423,4.23
subject102,ankle,33,0.33
subject102,ankle,98,0.98
subject102,ankle,2815,28.15
subject102,ankle,2078,20.78
subject102,ankle,929,9.29
subject102,ankle,5551,55.51
subject102,ankle,987,9.87
subject102,ankle,177,1.77
subject102,ankle,750,7.5
subject102,ankle,185,1.85
subject102,ankle,674,6.74
subject102,ankle,2639,26.39
subject102,ankle,711,7.11
subject102,ankle,2,0.02
subject102,ankle,1729,17.29
subject102,ankle,4,0.04
subject102,ankle,150,1.5
subject102,ankle,513,5.13
subject102,ankle,2391,23.91
subject102,ankle,150,1.5
subject102,ankle,959,9.59
subject102,ankle,415,4.15
subject102,ankle,409,4.09
subject102,ankle,359,3.59
subject102,ankle,947,9.47
subject102,ankle,886,8.86
subject102,ankle,2563,25.63
subject102,ankle,4954,49.54
subject102,ankle,67,0.67
subject102,ankle,183,1.83
subject102,ankle,95,0.95
subject102,ankle,2,0.02
subject102,ankle,59,0.59
subject102,ankle,303,3.03
subject102,ankle,61,0.61
subject102,ankle,21,0.21
subject102,ankle,989,9.89
subject102,ankle,1907,19.07
subject102,ankle,13,0.13
subject102,ankle,146,1.46
subject102,ankle,170,1.7
subject102,ankle,43,0.43
subject102,ankle,107,1.07
subject102,ankle,38,0.38
subject102,ankle,24,0.24
subject102,ankle,28,0.28
subject102,ankle,154,1.54
subject102,ankle,606,6.06
subject102,ankle,27,0.27
subject102,ankle,9,0.09
subject102,ankle,8,0.08
subject102,ankle,172,1.72
subject102,ankle,116,1.16
subject102,ankle,129,1.29
subject102,ankle,99,0.99
subject102,ankle,306,3.06
subject102,ankle,3,0.03
subject102,ankle,549,5.49
subject102,ankle,31,0.31
subject102,ankle,253,2.53
subject102,ankle,532,5.32
subject102,ankle,7,0.07
subject102,ankle,7,0.07
subject102,ankle,213,2.13
subject102,ankle,94,0.94
subject102,ankle,24,0.24
subject102,ankle,124,1.24
subject102,ankle,115,1.15
subject102,ankle,12,0.12
subject102,ankle,62,0.62
subject102,ankle,1,0.01
subject102,ankle,218,2.18
subject102,ankle,10,0.1
subject102,ankle,21,0.21
subject102,ankle,154,1.54
subject102,ankle,22,0.22
subject102,ankle,215,2.15
subject102,ankle,224,2.24
subject102,ankle,85,0.85
subject102,ankle,39,0.39
subject102,ankle,381,3.81
subject102,ankle,107,1.07
subject102,ankle,458,4.58
subject102,ankle,45,0.45
subject102,ankle,828,8.28
subject102,ankle,44,0.44
subject102,ankle,215,2.15
subject102,ankle,229,2.29
subject102,ankle,17,0.17
subject102,ankle,20,0.2
subject102,ankle,42,0.42
subject102,ankle,28,0.28
subject102,ankle,118,1.18
subject102,ankle,120,1.2
subject102,ankle,250,2.5
subject102,ankle,42,0.42
subject102,ankle,280,2.8
subject102,ankle,81,0.81
subject102,ankle,64,0.64
subject102,ankle,123,1.23
subject102,ankle,63,0.63
subject102,ankle,25,0.25
subject102,ankle,14,0.14
subject102,ankle,252,2.52
subject102,ankle,207,2.07
subject102,ankle,69,0.69
subject102,ankle,3,0.03
subject102,ankle,309,3.09
subject102,ankle,167,1.67
subject102,ankle,56,0.56
subject102,ankle,428,4.28
subject102,ankle,127,1.27
subject102,ankle,53,0.53
subject102,ankle,55,0.55
subject102,ankle,92,0.92
subject102,ankle,71,0.71
subject102,ankle,242,2.42
subject102,ankle,51,0.51
subject102,ankle,32,0.32
subject102,ankle,182,1.82
subject102,ankle,2,0.02
subject102,ankle,4,0.04
subject102,ankle,110,1.1
subject102,ankle,45,0.45
subject102,ankle,54,0.54
subject102,ankle,2,0.02
subject102,ankle,151,1.51
subject102,ankle,141,1.41
subject102,ankle,93,0.93
subject102,ankle,18,0.18
subject102,ankle,133,1.33
subject102,ankle,103,1.03
subject102,ankle,224,2.24
subject102,ankle,3,0.03
subject102,ankle,154,1.54
subject102,ankle,59,0.59
subject102,ankle,192,1.92
subject102,ankle,104,1.04
subject102,ankle,220,2.2
subject102,ankle,58,0.58
subject102,ankle,68,0.68
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,76,0.76
subject102,ankle,293,2.93
subject102,ankle,1,0.01
subject102,ankle,222,2.22
subject102,ankle,2,0.02
subject102,ankle,194,1.94
subject102,ankle,437,4.37
subject102,ankle,205,2.05
subject102,ankle,229,2.29
subject102,ankle,336,3.36
subject102,ankle,106,1.06
subject102,ankle,108,1.08
subject102,ankle,112,1.12
subject102,ankle,407,4.07
subject102,ankle,83,0.83
subject102,ankle,35,0.35
subject102,ankle,215,2.15
subject102,ankle,1,0.01
subject102,ankle,12,0.12
subject102,ankle,169,1.69
subject102,ankle,153,1.53
subject102,ankle,208,2.08
subject102,ankle,312,3.12
subject102,ankle,184,1.84
subject102,ankle,1075,10.75
subject102,ankle,324,3.24
subject102,ankle,48,0.48
subject102,ankle,96,0.96
subject102,ankle,80,0.8
subject102,ankle,283,2.83
subject102,ankle,152,1.52
subject102,ankle,328,3.28
subject102,ankle,109,1.09
subject102,ankle,99,0.99
subject102,ankle,176,1.76
subject102,ankle,400,4.0
subject102,ankle,186,1.86
subject102,ankle,216,2.16
subject102,ankle,72,0.72
subject102,ankle,107,1.07
subject102,ankle,352,3.52
subject102,ankle,7,0.07
subject102,ankle,318,3.18
subject102,ankle,142,1.42
subject102,ankle,368,3.68
subject102,ankle,22,0.22
subject102,ankle,106,1.06
subject102,ankle,214,2.14
subject102,ankle,483,4.83
subject102,ankle,142,1.42
subject102,ankle,11,0.11
subject102,ankle,237,2.37
subject102,ankle,10,0.1
subject102,ankle,115,1.15
subject102,ankle,31,0.31
subject102,ankle,32,0.32
subject102,ankle,35,0.35
subject102,ankle,389,3.89
subject102,ankle,6,0.06
subject102,ankle,86,0.86
subject102,ankle,35,0.35
subject102,ankle,12,0.12
subject102,ankle,2,0.02
subject102,ankle,6,0.06
subject102,ankle,27,0.27
subject102,ankle,163,1.63
subject102,ankle,441,4.41
subject102,ankle,75,0.75
subject102,ankle,1,0.01
subject102,ankle,11,0.11
subject102,ankle,11,0.11
subject102,ankle,5,0.05
subject102,ankle,72,0.72
subject102,ankle,57,0.57
subject102,ankle,184,1.84
subject102,ankle,73,0.73
subject102,ankle,122,1.22
subject102,ankle,247,2.47
subject102,ankle,300,3.0
subject102,ankle,80,0.8
subject102,ankle,7,0.07
subject102,ankle,523,5.23
subject102,ankle,305,3.05
subject102,ankle,47,0.47
subject102,ankle,371,3.71
subject102,ankle,109,1.09
subject102,ankle,47,0.47
subject102,ankle,61,0.61
subject102,ankle,50,0.5
subject102,ankle,293,2.93
subject102,ankle,21,0.21
subject102,ankle,150,1.5
subject102,ankle,133,1.33
subject102,ankle,50,0.5
subject102,ankle,53,0.53
subject102,ankle,87,0.87
subject102,ankle,404,4.04
subject102,ankle,348,3.48
subject102,ankle,281,2.81
subject102,ankle,550,5.5
subject102,ankle,477,4.77
subject102,ankle,604,6.04
subject102,ankle,132,1.32
subject102,ankle,197,1.97
subject102,ankle,2859,28.59
subject102,ankle,778,7.78
subject102,ankle,374,3.74
subject102,ankle,1,0.01
subject102,ankle,499,4.99
subject102,ankle,1,0.01
subject102,ankle,10,0.1
subject102,ankle,21,0.21
subject102,ankle,214,2.14
subject102,ankle,151,1.51
subject102,ankle,450,4.5
subject102,ankle,797,7.97
subject102,ankle,260,2.6
subject102,ankle,121,1.21
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,11,0.11
subject102,ankle,599,5.99
subject102,ankle,14,0.14
subject102,ankle,69,0.69
subject102,ankle,94,0.94
subject102,ankle,7,0.07
subject102,ankle,32,0.32
subject102,ankle,131,1.31
subject102,ankle,65,0.65
subject102,ankle,148,1.48
subject102,ankle,330,3.3
subject102,ankle,412,4.12
subject102,ankle,77,0.77
subject102,ankle,10,0.1
subject102,ankle,668,6.68
subject102,ankle,113,1.13
subject102,ankle,3,0.03
subject102,ankle,56,0.56
subject102,ankle,13,0.13
subject102,ankle,77,0.77
subject102,ankle,54,0.54
subject102,ankle,162,1.62
subject102,ankle,2,0.02
subject102,ankle,336,3.36
subject102,ankle,543,5.43
subject102,ankle,6,0.06
subject102,ankle,1,0.01
subject102,ankle,396,3.96
subject102,ankle,73,0.73
subject102,ankle,54,0.54
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,134,1.34
subject102,ankle,54,0.54
subject102,ankle,81,0.81
subject102,ankle,6,0.06
subject102,ankle,109,1.09
subject102,ankle,121,1.21
subject102,ankle,42,0.42
subject102,ankle,73,0.73
subject102,ankle,151,1.51
subject102,ankle,27,0.27
subject102,ankle,21,0.21
subject102,ankle,12,0.12
subject102,ankle,9,0.09
subject102,ankle,785,7.85
subject102,ankle,12,0.12
subject102,ankle,326,3.26
subject102,ankle,1,0.01
subject102,ankle,164,1.64
subject102,ankle,1,0.01
subject102,ankle,544,5.44
subject102,ankle,76,0.76
subject102,ankle,6,0.06
subject102,ankle,61,0.61
subject102,ankle,100,1.0
subject102,ankle,289,2.89
subject102,ankle,98,0.98
subject102,ankle,45,0.45
subject102,ankle,63,0.63
subject102,ankle,81,0.81
subject102,ankle,70,0.7
subject102,ankle,4,0.04
subject102,ankle,127,1.27
subject102,ankle,79,0.79
subject102,ankle,38,0.38
subject102,ankle,79,0.79
subject102,ankle,36,0.36
subject102,ankle,8,0.08
subject102,ankle,16,0.16
subject102,ankle,49,0.49
subject102,ankle,199,1.99
subject102,ankle,32,0.32
subject102,ankle,428,4.28
subject102,ankle,111,1.11
subject102,ankle,131,1.31
subject102,ankle,6,0.06
subject102,ankle,22,0.22
subject102,ankle,150,1.5
subject102,ankle,114,1.14
subject102,ankle,101,1.01
subject102,ankle,2,0.02
subject102,ankle,64,0.64
subject102,ankle,2,0.02
subject102,ankle,80,0.8
subject102,ankle,292,2.92
subject102,ankle,128,1.28
subject102,ankle,14,0.14
subject102,ankle,54,0.54
subject102,ankle,251,2.51
subject102,ankle,51,0.51
subject102,ankle,65,0.65
subject102,ankle,41,0.41
subject102,ankle,3,0.03
subject102,ankle,116,1.16
subject102,ankle,190,1.9
subject102,ankle,29,0.29
subject102,ankle,47,0.47
subject102,ankle,137,1.37
subject102,ankle,352,3.52
subject102,ankle,169,1.69
subject102,ankle,7,0.07
subject102,ankle,145,1.45
subject102,ankle,158,1.58
subject102,ankle,268,2.68
subject102,ankle,233,2.33
subject102,ankle,91,0.91
subject102,ankle,103,1.03
subject102,ankle,278,2.78
subject102,ankle,519,5.19
subject102,ankle,37,0.37
subject102,ankle,76,0.76
subject102,ankle,116,1.16
subject102,ankle,11,0.11
subject102,ankle,90,0.9
subject102,ankle,60,0.6
subject102,ankle,89,0.89
subject102,ankle,4,0.04
subject102,ankle,70,0.7
subject102,ankle,193,1.93
subject102,ankle,27,0.27
subject102,ankle,320,3.2
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,187,1.87
subject102,ankle,39,0.39
subject102,ankle,326,3.26
subject102,ankle,27,0.27
subject102,ankle,275,2.75
subject102,ankle,3,0.03
subject102,ankle,330,3.3
subject102,ankle,188,1.88
subject102,ankle,76,0.76
subject102,ankle,74,0.74
subject102,ankle,178,1.78
subject102,ankle,164,1.64
subject102,ankle,8,0.08
subject102,ankle,84,0.84
subject102,ankle,90,0.9
subject102,ankle,45,0.45
subject102,ankle,130,1.3
subject102,ankle,90,0.9
subject102,ankle,14,0.14
subject102,ankle,234,2.34
subject102,ankle,89,0.89
subject102,ankle,69,0.69
subject102,ankle,25,0.25
subject102,ankle,7,0.07
subject102,ankle,5,0.05
subject102,ankle,61,0.61
subject102,ankle,656,6.56
subject102,ankle,12,0.12
subject102,ankle,62,0.62
subject102,ankle,157,1.57
subject102,ankle,673,6.73
subject102,ankle,3,0.03
subject102,ankle,44,0.44
subject102,ankle,6,0.06
subject102,ankle,366,3.66
subject102,ankle,255,2.55
subject102,ankle,91,0.91
subject102,ankle,418,4.18
subject102,ankle,102,1.02
subject102,ankle,203,2.03
subject102,ankle,158,1.58
subject102,ankle,204,2.04
subject102,ankle,15,0.15
subject102,ankle,1272,12.72
subject102,ankle,165,1.65
subject102,ankle,58,0.58
subject102,ankle,107,1.07
subject102,ankle,129,1.29
subject102,ankle,26,0.26
subject102,ankle,115,1.15
subject102,ankle,281,2.81
subject102,ankle,16,0.16
subject102,ankle,145,1.45
subject102,ankle,28,0.28
subject102,ankle,582,5.82
subject102,ankle,211,2.11
subject102,ankle,49,0.49
subject102,ankle,46,0.46
subject102,ankle,52,0.52
subject102,ankle,2,0.02
subject102,ankle,48,0.48
subject102,ankle,11,0.11
subject102,ankle,159,1.59
subject102,ankle,78,0.78
subject102,ankle,417,4.17
subject102,ankle,22,0.22
subject102,ankle,1,0.01
subject102,ankle,142,1.42
subject102,ankle,104,1.04
subject102,ankle,108,1.08
subject102,ankle,190,1.9
subject102,ankle,111,1.11
subject102,ankle,11,0.11
subject102,ankle,339,3.39
subject102,ankle,403,4.03
subject102,ankle,7,0.07
subject102,ankle,222,2.22
subject102,ankle,224,2.24
subject102,ankle,602,6.02
subject102,ankle,154,1.54
subject102,ankle,4,0.04
subject102,ankle,51,0.51
subject102,ankle,65,0.65
subject102,ankle,137,1.37
subject102,ankle,357,3.57
subject102,ankle,586,5.86
subject102,ankle,73,0.73
subject102,ankle,102,1.02
subject102,ankle,126,1.26
subject102,ankle,13,0.13
subject102,ankle,2,0.02
subject102,ankle,293,2.93
subject102,ankle,246,2.46
subject102,ankle,230,2.3
subject102,ankle,23,0.23
subject102,ankle,47,0.47
subject102,ankle,118,1.18
subject102,ankle,159,1.59
subject102,ankle,44,0.44
subject102,ankle,103,1.03
subject102,ankle,112,1.12
subject102,ankle,111,1.11
subject102,ankle,100,1.0
subject102,ankle,15,0.15
subject102,ankle,303,3.03
subject102,ankle,412,4.12
subject102,ankle,232,2.32
subject102,ankle,91,0.91
subject102,ankle,164,1.64
subject102,ankle,114,1.14
subject102,ankle,101,1.01
subject102,ankle,72,0.72
subject102,ankle,9,0.09
subject102,ankle,244,2.44
subject102,ankle,103,1.03
subject102,ankle,196,1.96
subject102,ankle,81,0.81
subject102,ankle,200,2.0
subject102,ankle,129,1.29
subject102,ankle,527,5.27
subject102,ankle,205,2.05
subject102,ankle,833,8.33
subject102,ankle,1404,14.04
subject102,ankle,385,3.85
subject102,ankle,1176,11.76
subject102,ankle,1,0.01
subject102,ankle,199,1.99
subject102,ankle,47,0.47
subject102,ankle,14,0.14
subject102,ankle,1,0.01
subject102,ankle,465,4.65
subject102,ankle,4,0.04
subject102,ankle,445,4.45
subject102,ankle,695,6.95
subject102,ankle,234,2.34
subject102,ankle,891,8.91
subject102,ankle,139,1.39
subject102,ankle,843,8.43
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,6,0.06
subject102,ankle,3,0.03
subject102,ankle,528,5.28
subject102,ankle,288,2.88
subject102,ankle,11,0.11
subject102,ankle,63,0.63
subject102,ankle,77,0.77
subject102,ankle,92,0.92
subject102,ankle,114,1.14
subject102,ankle,12,0.12
subject102,ankle,505,5.05
subject102,ankle,100,1.0
subject102,ankle,4,0.04
subject102,ankle,177,1.77
subject102,ankle,3,0.03
subject102,ankle,135,1.35
subject102,ankle,174,1.74
subject102,ankle,8,0.08
subject102,ankle,1,0.01
subject102,ankle,28,0.28
subject102,ankle,90,0.9
subject102,ankle,24,0.24
subject102,ankle,41,0.41
subject102,ankle,65,0.65
subject102,ankle,1,0.01
subject102,ankle,68,0.68
subject102,ankle,27,0.27
subject102,ankle,9,0.09
subject102,ankle,106,1.06
subject102,ankle,5,0.05
subject102,ankle,43,0.43
subject102,ankle,6,0.06
subject102,ankle,40,0.4
subject102,ankle,81,0.81
subject102,ankle,34,0.34
subject102,ankle,26,0.26
subject102,ankle,10,0.1
subject102,ankle,137,1.37
subject102,ankle,3,0.03
subject102,ankle,4,0.04
subject102,ankle,7,0.07
subject102,ankle,92,0.92
subject102,ankle,57,0.57
subject102,ankle,83,0.83
subject102,ankle,102,1.02
subject102,ankle,7,0.07
subject102,ankle,1,0.01
subject102,ankle,5,0.05
subject102,ankle,33,0.33
subject102,ankle,24,0.24
subject102,ankle,46,0.46
subject102,ankle,85,0.85
subject102,ankle,67,0.67
subject102,ankle,1,0.01
subject102,ankle,12,0.12
subject102,ankle,105,1.05
subject102,ankle,106,1.06
subject102,ankle,174,1.74
subject102,ankle,63,0.63
subject102,ankle,93,0.93
subject102,ankle,170,1.7
subject102,ankle,110,1.1
subject102,ankle,10,0.1
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,7,0.07
subject102,ankle,82,0.82
subject102,ankle,28,0.28
subject102,ankle,39,0.39
subject102,ankle,13,0.13
subject102,ankle,33,0.33
subject102,ankle,12,0.12
subject102,ankle,103,1.03
subject102,ankle,78,0.78
subject102,ankle,125,1.25
subject102,ankle,44,0.44
